"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"K3DL67WZ","bookSection","2023","Dertli, Osman","Kırk Hadis Geleneği Sosyolojik Açıdan Çağımıza Ne Söyler?","Çağdaş Sünnet Kritikleri","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","81-105","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Tekin, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGBT4MR6","bookSection","2023","Ay, Eyüp","Hadislerin Arkeolojisi","Çağdaş Sünnet Kritikleri","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","107-130","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Tekin, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DB8NBUWX","bookSection","2023","Sezen, Abdulvahid","Hz. Peygamber’i Örnek Almada Psikolojik Unsurlar","Çağdaş Sünnet Kritikleri","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","131-154","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Tekin, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JP94TEE8","bookSection","2023","Canikli, İlyas","Siyasi Düşüncenin Oluşumunda Kur’an ve Hadisin Rolünü Yeniden Düşünmek","Çağdaş Sünnet Kritikleri","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","155-213","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Tekin, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z4P4AHJ6","bookSection","2023","Özdemir, Muhammet","Amerikan Rüyası Bağlamında Çağdaş Dünyanın İnşası ve Sünnet Gerilimi","Çağdaş Sünnet Kritikleri","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","215-238","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Tekin, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R4CG9VV6","bookSection","2023","Gümüş, Süleyman","Felsefi Dindarlığın Eleştirisi ve Sünnetin Onto-Politikası","Çağdaş Sünnet Kritikleri","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","239-292","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Tekin, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCZG2D53","bookSection","2023","Ören, Furkan","Deizm, Sünnet ve Diyanet: Türkiye’de Din ve Temsiliyet","Çağdaş Sünnet Kritikleri","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","293-324","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Tekin, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJ27F4GX","bookSection","2023","Ertürk, Mustafa","“Evrensel Nebevi Sünnet Stratejisinden (İzleminden) Hadis İlminin Geleceği ve Öngörüler”e Giriş","Çağdaş Sünnet Kritikleri","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","325-342","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Tekin, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEC45QEK","bookSection","2023","Kanık, Cengiz","Kur’an İslamı Söylemini Doğuran Etmenler","Çağdaş Sünnet Kritikleri","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","343-364","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Tekin, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEY8IFT4","bookSection","2023","Orhan, Filiz","Tedavüldeki Sünnet","Çağdaş Sünnet Kritikleri","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","365-387","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Tekin, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBMN82LU","bookSection","2023","Demir, Abdulalim","Kur’an ve Sünnet Işığında Afet/Deprem Musibetlerine Karşı Takınılması Gereken Tutumlar","Dini İlimler Bağlamında Deprem","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","143 -176","","","","","","","","","","","Fecr Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","KARASU, Teceli; AYTEPE, Mahsum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5TSJMRA","bookSection","2023","Tanrıverdi, Mustafa","3./9. Yüzyılda Bir Seyyah: Endülüslü Baki b. Mahled’in (Ö. 276/889) Doğu İslam Dünyasına Rihleleri","Tarih Araştırmaları -V-","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","209-223","","","","","","","","","","","İksad Publishing House","","TR","","","","Kitap Bölümü","","","","","","","","","Yıldırım, Taner; Tansü, Yunus Emre; Çerkezoğlu, Semra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y2SWEGIH","bookSection","2023","Tanrıverdi, Mustafa","Klasik Dönem Zeydi Hadis Edebiyatı: 7./13. Yüzyıla Kadar","İlahiyat Alanında Uluslararası Araştırma ve Değerlendirmeler","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","79-109","","","","","","","","","","","Serüven Yayınevi","","TR","","","","Kitap Bölümü","","","","","","","","","Ertaş, Kasım","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E95DQX7H","bookSection","2023","Yağcı, Hızır","Hadis Edebiyatında Riya Kavramı Ve Mahiyeti","İlahiyat Alanında Uluslararası Teori, Araştırma ve Derlemeler","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","17-45","","","","","","","","","","","Serüven Yayınevi","","TR","","","","Kitap Bölümü","","","","","","","","","Kasapoğlu, Abdurrahman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S5R7BNHJ","bookSection","2023","Tekin, Dilek","Hadis Alimlerinin İlmî Ehliyeti ve Liyakati Üzerine Bir Müzakere","İlahiyat Alanındaki Gelişmeler","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","90 -107","","","","","","","","","","","Platanus Publishing","","TR","","","","Kitap Bölümü","","","","","","","","","Akgül, Mehmet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRZWCWKY","bookSection","2023","Tekin, Dilek","Batı-Doğu Sentezinde Jonathan A.C. Brown'a Göre Oryantalist Hadis Anlayışı ve Tenkidi","İlahiyat Alanındaki Gelişmeler","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","164 -183","","","","","","","","","","","Platanus Publishing","","TR","","","","Kitap Bölümü","","","","","","","","","Akgül, Mehmet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDZ7QMYV","bookSection","2023","İğde, Muhyettin","Hanbelilik-Tasavvuf İlişkisi Mümkün Mü? Ahmed b. Hanbel’in Zühd Anlayışı Bağlamında Bir Değerlendirme","İlahiyat Alanında Akademik Çalışmalar","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","131-154","","","","","","","","","","","Gece Kitaplığı","","TR","","","","Kitap Bölümü","","","","","","","","","Kasapoğlu, Abdurrahman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTU27V7H","bookSection","2023","Kalaç, Rıdvan","İslam Dünyasında Ahlatlı Muhaddisler","Cumhuriyetimizin 100. Yılına Armağan","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","51-64","","","","","","","","","","","Berikan Yayınevi","","TR","","","","Kitap Bölümü","","","","","","","","","Koçlar, Bekir; Çalış, Ercan; Çabaz, Murat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LHFADF92","bookSection","2023","Özmen, Ramazan","Geleneğimizde Buharihanlık ve Van Yüzüncü Yıl Üniversitesi İlahiyat Fakültesindeki Tecrübe Üzerine","Cumhuriyetimizin 100. Yılına Armağan","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","65- 86","","","","","","","","","","","Berikan Yayınevi","","TR","","","","Kitap Bölümü","","","","","","","","","Koçlar, Bekir; Çalış, Ercan; Çabaz, Murat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFTHZEFB","bookSection","2023","Aykon, Necati","Hz. Peygamber'in (S.A.S) Hayatında Çevre Bilinci","İlahiyat Alanında Uluslararası Araştırmaları","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","","","","","","","","","","","","Platanus Publishing","","TR","","","","Kitap Bölümü","","","","","","","","","Atmaca, Veli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RYBCM48","bookSection","2023","Eren, Mehmet","Abdülmuhsin b. Muhammed eş-Şihi ve Hz. Aişe'nin Düzelttiği Hadislere Dair Cüz'ü","Prof. Dr. Ali Özek'in Hatırasına Armağan","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","159-204","","","","","","","","","","","İSAV","","TR","","","","Kitap Bölümü","","","","","","","","","Çetiner, Bedreddin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C68KD2U4","bookSection","2023","Yağcı, Hızır","Hadis Kaynaklarında Hz. Meryem","Hz. Meryem","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","63-90","","","","","","","","","","","Ensar Neşriyat","","TR","","","","Kitap Bölümü","","","","","","","","","Temiztürk, Halil; Delen, Halil İbrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PVHWX7E5","bookSection","2023","Coşan, Kadri Ziyaeddin","Kur'an ve Sünnet Işığında İlimle Yükseliş","Prof. Dr. Ali Özek'in Hatırasına Armağan","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","451-484","","","","","","","","","","","İSAV","","TR","","","","Kitap Bölümü","","","","","","","","","Çetiner, Bedreddin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TP7M39LW","bookSection","2023","Tatlı, Mustafa","Sikat Eserlerinde Muhteva ve Yöntem","Prof. Dr. Ali Özek'in Hatırasına Armağan","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","485-515","","","","","","","","","","","İSAV","","TR","","","","Kitap Bölümü","","","","","","","","","Çetiner, Bedreddin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H68DSH76","bookSection","2023","Başaran, Serkan","İslam’da Varlık, Değer ve İnsan","Sosyal, İnsan ve İdari Bilimlerde Güncel Yaklaşımlar 2","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","629-644","","","","","","","","","","","Duvar Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","BİÇER, Enis Baha; ŞANLI, Orhan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z32AQ74P","bookSection","2023","Aydın, Fatma","Hadis Kaynaklarında Geçen Eğlence ve Oyun ile İlgili Rivayetler","Din Bilimleri Açısından Eğlence","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","120-153","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Emre, Yusuf; Tunç, İsmet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPB9425I","bookSection","2023","Tekin, İshak","Memlük İlim Ve Eğitim Tarihinde Celâlüddin Es-Süyuti: Rihleleri, Eserlerinin Yayılımı Ve Tedris Faaliyetleri","Bir Memlük Bilgini Celaleddin es-Süyuti","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","9-27","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Engin, Sezai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLXRQ5MM","bookSection","2023","Kaya, Mesut","Rivayet Ve Dirayet Arasında Süyuti’nin Tefsirleri Üzerine Bir Değerlendirme","Bir Memlük Bilgini Celaleddin es-Süyuti","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","28-45","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Engin, Sezai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMWT5MYY","bookSection","2023","Altıntaş, Fatma Betül","Süyuti’nin Erbaun Edebiyatına Katkısı","Bir Memlük Bilgini Celaleddin es-Süyuti","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","46-78","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Engin, Sezai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWEDXFCV","bookSection","2023","Engin, Sezai","Memlük Kahiresi’nde Bir Şarih/Muallik: Hadis Şerh Literatüründe Celalüddin Es-Süyuti Ve Eserleri","Bir Memlük Bilgini Celaleddin es-Süyuti","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","79-94","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Engin, Sezai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CRGQRSBA","bookSection","2023","İmamoğlu, Abdullah Taha","İmam Süyuti’nin Hilafet Risâlesi: El-İnafe Fi Rütbeti’lhilafe","Bir Memlük Bilgini Celaleddin es-Süyuti","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","124-153","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Engin, Sezai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5N4KJ3U","bookSection","2023","Ünvar, Ahmet Numan","Süyuti’nin (ö. 911/1505) Bidat Anlayışı","Bir Memlük Bilgini Celaleddin es-Süyuti","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","154-180","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Engin, Sezai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2EYDEVLC","bookSection","2023","Yavuz, Sercan","Sem’iyyat’ın Bazı Meselelerine Hadisçilerin Gözünden Bakmak: Süyuti’de Cennet Ve Cehennem Tasavvuru","Bir Memlük Bilgini Celaleddin es-Süyuti","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","238-301","","","","","","","","","","","Eskiyeni Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Engin, Sezai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3T84DC3M","bookSection","2023","Malkoç, Abdulkerim","Hopalı Osman Efendi’nin Dürretü’n-Nasıhin (Dürretü’l-Va‘ızin) İsimli Eserinin Hadis İlmi Açısından İncelenmesi","Artvin'de Dini Hayat","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","305 -321","","","","","","","","","","","Fecr Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Arslan, Halil; Yılmazlar, Esma; Sainkaplan, İbrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8R6INT8","bookSection","2023","Kurt, İsmail","el-Batumi Mehmed Fevzi Efendi (Ö. 1372/1953) Ve el-Mecamiu’l-fevziyye’de Hadis Kullanımı","Artvin'de Dini Hayat","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","387-396","","","","","","","","","","","Fecr Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Arslan, Halil; Yılmazlar, Esma; Sainkaplan, İbrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NQ6YPTAW","bookSection","2023","Pilgir, Eren","Kıraat-Hadis İlişkisine Dair Çalışmalar Ve Düşündürdükleri","Toplumun İnşasında Kur'an ve Sünnet","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","291 -323","","","","","","","","","","","Efeakademi Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Bedir, Lokman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMJ2AXGP","bookSection","2023","Kara, Osman","Kur’an Ve Sünnette İhlas Ve İhsanın İnşası","Toplumun İnşasında Kur'an ve Sünnet","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","119 -136","","","","","","","","","","","Efeakademi Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Bedir, Lokman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J54NPJGY","bookSection","2023","Bağcı, Musa","Hadis Edebiyatının Oluşumu ve Temel Kaynaklar","İslam Tarih Usulü ve Kaynakları -1-","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","169-220","","","","","","","","","","","Ankara Okulu Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Söylemez, Mehmet Mahfuz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACHG5ER9","bookSection","2023","Öz, Şaban","Siyer Kaynakları","İslam Tarih Usulü ve Kaynakları -1-","","","","","","2023","2024-12-29 10:04:57","2024-12-29 10:04:57","","221-261","","","","","","","","","","","Ankara Okulu Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Söylemez, Mehmet Mahfuz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UD8REQN3","bookSection","2023","Savaş, Rıza","Şemail Kaynakları","İslam Tarih Usulü ve Kaynakları -1-","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","263-267","","","","","","","","","","","Ankara Okulu Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Söylemez, Mehmet Mahfuz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTFH269G","bookSection","2023","Söylemez, Mehmet Mahfuz; Ertürk, Hatice Nur","Tabakat, Teracim ve Vefeyat Kitapları","İslam Tarih Usulü ve Kaynakları -1-","","","","","","2023","2024-12-29 10:04:58","2025-03-15 20:31:17","","269-336","","","","","","","","","","","Ankara Okulu Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Söylemez, Mehmet Mahfuz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEUVUP5X","bookSection","2023","Kılıç, Ünal","Ensab İlmi ve Ensab'a Dair Eserler","İslam Tarih Usulü ve Kaynakları -1-","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","461-506","","","","","","","","","","","Ankara Okulu Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Söylemez, Mehmet Mahfuz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A77XNDYB","bookSection","2023","Dindi, Korkut","Kabail (Kabile) Kitapları","İslam Tarih Usulü ve Kaynakları -1-","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","589-605","","","","","","","","","","","Ankara Okulu Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Söylemez, Mehmet Mahfuz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C2EYFDVZ","bookSection","2023","Suiçmez, Yusuf","Fiten ve Melahim Kitapları","İslam Tarih Usulü ve Kaynakları -2-","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","99-112","","","","","","","","","","","Ankara Okulu Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Söylemez, Mehmet Mahfuz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PYJPEA8","bookSection","2023","ANAS, Mohamad","Haklu’l-mekan fî kitabi “en-Nihaye fi garibi’l-Hadis ve’l-eser” kıraa fi menheciyyeti’l-muellif","Arap Dili Belagati ve Edebiyatı Lisansüstü Araştırmalar","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","56-79","","","","","","","","","","","Demavend Yayınları","","AR","","","","Kitap Bölümü","","","","","","","","","Bulut, Ali; Şimşek, Sultan; Görgün, Muhammed Emin; Yıldırım, Menekşe Filiz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2TCLNZW","bookSection","2023","Özkul, Abdullah","Sahabilerin Hadis Sayılarını Etkileyen Faktörlerin Analizi","Lisansüstü Hadis Araştırmaları","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","9-18","","","","","","","","","","","İDAV Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Çakıroğlu, Selim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZXAG6J4","bookSection","2023","Boztaş, Ayşe","Sudaki Balığın Satımı Rivayeti Bağlamında Bey'u'l-Ğarar","Lisansüstü Hadis Araştırmaları","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","19-45","","","","","","","","","","","İDAV Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Çakıroğlu, Selim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H7FVBRCX","bookSection","2023","Sağdıç, Feyza","Hind b. Ebi Hale ve Hz. Peygamber'in Şemailine Dair Rivayetleri","Lisansüstü Hadis Araştırmaları","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","47-72","","","","","","","","","","","İDAV Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Çakıroğlu, Selim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTHEDTVL","bookSection","2023","Şakar, Mehmet","Ebü'l-Feyz Ahmed b. Sıddik el-Gumari ve Hadisçiliği","Lisansüstü Hadis Araştırmaları","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","73-97","","","","","","","","","","","İDAV Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Çakıroğlu, Selim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CS3WRHD5","bookSection","2023","Genç, Nurdan","Sünen Literatürünün Sınırlarına Dair Bir Değerlendirme: İbn Mace Örneği","Lisansüstü Hadis Araştırmaları","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","99-115","","","","","","","","","","","İDAV Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Çakıroğlu, Selim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZCWW8F9","bookSection","2023","Doğanay, Ramazan","el-Hucce ala ehli'l-Medine ve İhtilafu Malik ve'ş-Şafii Çerçevesinde Şeybani-Şafii İlişkisi","Lisansüstü Hadis Araştırmaları","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","117-140","","","","","","","","","","","İDAV Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Çakıroğlu, Selim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKDKNXK9","bookSection","2023","Boz, Sait Erkam","Mihnenin Cerh ve Tadilin Tarafsızlığına Etkisi Cehmilikle Tenkit Edilen Raviler Bağlamında Bir İnceleme","Lisansüstü Hadis Araştırmaları","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","141-156","","","","","","","","","","","İDAV Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Çakıroğlu, Selim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MBYS6GW","bookSection","2023","Doğan, Halil İbrahim","Hikmet Hadisinin Tahrici ve Yorumlanması","Disiplinler Açısından Hikmet Kavramı","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","105 -128","","","","","","","","","","","Astana Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Gökçe, Ferhat; Doğan, Halil İbrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLZJ5NQY","bookSection","2023","Erul, Bünyamin","Sünnet-Hikmet İlişkisi","Disiplinler Açısından Hikmet Kavramı","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","83-103","","","","","","","","","","","Astana Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Gökçe, Ferhat; Doğan, Halil İbrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CI6UQM84","bookSection","2023","Gökçe, Ferhat","Hadis Yorumculuğu BağlamındaHikmetin Yorumla İlişkisi","Disiplinler Açısından Hikmet Kavramı","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","129-151","","","","","","","","","","","Astana Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Gökçe, Ferhat; Doğan, Halil İbrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKGNPD4U","bookSection","2023","Yıldırım, Ahmet","Tasavvufta Hikmet-İrfan İlişkisi","Disiplinler Açısından Hikmet Kavramı","","","","","","2023","2024-12-29 10:04:58","2024-12-29 10:04:58","","187-205","","","","","","","","","","","Astana Yayınları","","TR","","","","Kitap Bölümü","","","","","","","","","Gökçe, Ferhat; Doğan, Halil İbrahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
